shipment_id,transaction_id,date,carrier,service_type,weight_lbs,shipping_cost,origin_zip,destination_zip
SHP02792,TXN02823,2024-10-14,FedEx,expedited,10.34,41.39,95060,85001
SHP02793,TXN03183,2024-10-14,FedEx,expedited,10.66,44.83,95060,37201
SHP02794,TXN03243,2024-10-13,UPS,expedited,40.72,177.36,95060,97201
SHP02795,TXN03473,2024-10-13,USPS,freight,81.53,53.14,95060,90210
SHP02796,TXN03590,2024-10-13,UPS,standard,40.73,93.49,95060,85001
SHP02797,TXN03593,2024-10-14,FedEx,expedited,2.78,16.32,95060,60601
SHP02798,TXN03646,2024-10-14,UPS,freight,41.03,30.27,95060,02101
SHP02799,TXN03654,2024-10-11,FedEx,expedited,20.8,93.21,95060,89101
SHP02800,TXN03817,2024-10-13,FedEx,standard,5.36,15.74,95060,89101
SHP02801,TXN03931,2024-10-12,UPS,overnight,5.23,46.0,95060,37201
SHP02802,TXN03994,2024-10-13,FedEx,expedited,1.08,8.36,95060,10001
SHP02803,TXN04139,2024-10-12,USPS,standard,20.65,39.72,95060,21201
SHP02804,TXN04237,2024-10-14,FedEx,standard,20.68,48.37,95060,21201
SHP02805,TXN04254,2024-10-14,USPS,freight,1.66,4.18,95060,10001
SHP02806,TXN04412,2024-10-11,FedEx,overnight,0.83,13.97,95060,75201
SHP02807,TXN04450,2024-10-13,UPS,overnight,10.58,138.42,95060,43201
SHP02808,TXN04664,2024-10-14,FedEx,expedited,10.12,43.8,95060,21201
SHP02809,TXN04683,2024-10-12,FedEx,overnight,1.28,18.14,95060,02101
SHP02810,TXN04903,2024-10-12,UPS,expedited,4.96,23.5,95060,90210
SHP02811,TXN00069,2024-10-13,FedEx,standard,1.58,7.52,95060,85001
SHP02812,TXN00207,2024-10-12,FedEx,standard,2.51,9.82,95060,75201
SHP02813,TXN00324,2024-10-12,FedEx,standard,10.15,15.7,95060,94102
SHP02814,TXN00375,2024-10-13,FedEx,standard,20.7,53.9,95060,60601
SHP02815,TXN00492,2024-10-13,UPS,expedited,5.04,22.86,95060,97201
SHP02816,TXN00611,2024-10-14,USPS,standard,5.35,12.58,95060,85001
SHP02817,TXN01024,2024-10-13,USPS,expedited,10.54,43.86,95060,48201
SHP02818,TXN01380,2024-10-14,FedEx,expedited,20.55,82.9,95060,85001
SHP02819,TXN01436,2024-10-15,UPS,freight,20.7,27.49,95060,30301
SHP02820,TXN01527,2024-10-13,USPS,overnight,20.89,283.47,95060,94102
SHP02821,TXN01722,2024-10-12,UPS,standard,41.18,93.23,95060,85001
SHP02822,TXN02222,2024-10-15,USPS,freight,40.84,32.12,95060,33101
SHP02823,TXN02264,2024-10-13,USPS,freight,81.99,80.31,95060,02101
SHP02824,TXN02530,2024-10-14,FedEx,expedited,20.42,89.25,95060,27601
SHP02825,TXN02548,2024-10-14,USPS,expedited,20.77,109.24,95060,55401
SHP02826,TXN02711,2024-10-13,USPS,freight,81.73,67.11,95060,21201
SHP02827,TXN02776,2024-10-14,FedEx,freight,40.88,29.29,95060,21201
SHP02828,TXN03028,2024-10-14,UPS,expedited,41.05,206.47,95060,85001
SHP02829,TXN03483,2024-10-15,FedEx,standard,10.37,29.43,95060,94102
SHP02830,TXN03690,2024-10-13,UPS,freight,10.56,11.87,95060,94102
SHP02831,TXN03715,2024-10-14,UPS,expedited,5.0,25.54,95060,94102
SHP02832,TXN03750,2024-10-13,UPS,expedited,10.36,60.57,95060,97201
SHP02833,TXN03864,2024-10-12,FedEx,standard,40.79,60.74,95060,97201
SHP02834,TXN04060,2024-10-14,USPS,standard,5.35,13.22,95060,60601
SHP02835,TXN04545,2024-10-12,USPS,expedited,10.27,61.99,95060,32801
SHP02836,TXN04591,2024-10-15,UPS,standard,1.08,6.55,95060,10001
SHP02837,TXN00056,2024-10-16,UPS,overnight,10.12,94.66,95060,55401
SHP02838,TXN00273,2024-10-15,UPS,standard,20.25,43.58,95060,94102
SHP02839,TXN00619,2024-10-15,UPS,expedited,10.19,39.21,95060,94102
SHP02840,TXN00656,2024-10-16,USPS,overnight,20.5,217.55,95060,43201
SHP02841,TXN00787,2024-10-14,FedEx,standard,1.18,5.17,95060,98101
SHP02842,TXN00999,2024-10-14,UPS,overnight,5.53,66.1,95060,60601
SHP02843,TXN01037,2024-10-15,FedEx,standard,1.86,8.46,95060,33101
SHP02844,TXN01114,2024-10-14,FedEx,freight,81.72,90.26,95060,27601
SHP02845,TXN01204,2024-10-13,USPS,freight,81.91,84.33,95060,85001
SHP02846,TXN01242,2024-10-15,USPS,expedited,1.97,16.16,95060,60601
SHP02847,TXN01312,2024-10-14,USPS,standard,10.16,20.29,95060,55401
SHP02848,TXN01636,2024-10-16,UPS,expedited,10.41,64.93,95060,37201
SHP02849,TXN01787,2024-10-15,USPS,freight,40.87,29.68,95060,94102
SHP02850,TXN01824,2024-10-13,UPS,overnight,10.39,110.88,95060,85001
SHP02851,TXN01948,2024-10-16,UPS,expedited,40.81,173.26,95060,85001
SHP02852,TXN01961,2024-10-14,FedEx,standard,10.28,19.08,95060,97201
SHP02853,TXN02001,2024-10-16,FedEx,overnight,5.58,75.12,95060,89101
SHP02854,TXN02120,2024-10-16,USPS,standard,10.2,20.65,95060,63101
SHP02855,TXN02329,2024-10-14,FedEx,overnight,5.02,52.08,95060,89101
SHP02856,TXN02482,2024-10-16,USPS,freight,41.24,33.25,95060,94102
SHP02857,TXN02646,2024-10-15,USPS,expedited,5.51,29.44,95060,89101
SHP02858,TXN02815,2024-10-13,USPS,expedited,122.8,602.29,95060,30301
SHP02859,TXN03102,2024-10-13,FedEx,overnight,20.59,187.22,95060,32801
SHP02860,TXN03128,2024-10-15,USPS,standard,10.26,19.19,95060,21201
SHP02861,TXN03307,2024-10-14,USPS,overnight,10.49,142.65,95060,97201
SHP02862,TXN03696,2024-10-15,UPS,expedited,4.99,26.89,95060,06103
SHP02863,TXN03779,2024-10-13,UPS,freight,41.01,31.04,95060,85001
SHP02864,TXN03890,2024-10-14,FedEx,freight,20.48,25.89,95060,97201
SHP02865,TXN04099,2024-10-16,USPS,standard,81.54,132.84,95060,30301
SHP02866,TXN04219,2024-10-15,FedEx,expedited,1.9,13.1,95060,75201
SHP02867,TXN04332,2024-10-13,FedEx,overnight,20.24,256.79,95060,85001
SHP02868,TXN04425,2024-10-16,UPS,expedited,10.36,54.91,95060,89101
SHP02869,TXN04493,2024-10-13,FedEx,freight,10.44,11.83,95060,90210
SHP02870,TXN04563,2024-10-16,USPS,freight,40.88,44.29,95060,94102
SHP02871,TXN04566,2024-10-13,FedEx,expedited,1.07,10.68,95060,02101
SHP02872,TXN04733,2024-10-13,FedEx,freight,20.67,17.82,95060,55401
SHP02873,TXN04822,2024-10-14,USPS,standard,5.56,12.07,95060,06103
SHP02874,TXN00129,2024-10-16,UPS,standard,1.71,5.17,95060,98101
SHP02875,TXN00142,2024-10-17,FedEx,expedited,10.61,48.1,95060,85001
SHP02876,TXN00435,2024-10-14,USPS,freight,81.62,72.0,95060,90210
SHP02877,TXN00613,2024-10-17,USPS,standard,122.87,211.69,95060,90210
SHP02878,TXN00764,2024-10-17,FedEx,overnight,20.7,261.19,95060,06103
SHP02879,TXN00839,2024-10-15,UPS,standard,20.61,45.71,95060,48201
SHP02880,TXN00869,2024-10-14,FedEx,expedited,40.86,202.59,95060,21201
SHP02881,TXN00875,2024-10-17,USPS,standard,20.41,33.32,95060,97201
SHP02882,TXN00994,2024-10-16,FedEx,freight,40.85,47.44,95060,89101
SHP02883,TXN01104,2024-10-14,FedEx,expedited,10.5,54.63,95060,37201
SHP02884,TXN01221,2024-10-14,UPS,expedited,20.29,87.4,95060,94102
SHP02885,TXN01605,2024-10-14,FedEx,expedited,20.74,107.55,95060,85001
SHP02886,TXN01655,2024-10-17,USPS,expedited,0.91,8.23,95060,90210
SHP02887,TXN01682,2024-10-17,FedEx,freight,10.19,15.5,95060,97201
SHP02888,TXN01890,2024-10-14,UPS,overnight,10.22,102.36,95060,02101
SHP02889,TXN01953,2024-10-14,UPS,expedited,20.82,122.84,95060,06103
SHP02890,TXN02181,2024-10-15,FedEx,overnight,20.55,193.4,95060,94102
SHP02891,TXN02253,2024-10-17,UPS,standard,40.89,78.74,95060,94102
SHP02892,TXN02279,2024-10-14,UPS,freight,122.59,151.35,95060,21201
SHP02893,TXN02628,2024-10-14,USPS,standard,1.15,6.21,95060,75201
SHP02894,TXN02719,2024-10-16,FedEx,standard,41.15,66.13,95060,85001
SHP02895,TXN02767,2024-10-16,UPS,expedited,1.28,8.84,95060,85001
SHP02896,TXN02793,2024-10-16,USPS,standard,20.31,32.48,95060,97201
SHP02897,TXN02838,2024-10-17,USPS,expedited,10.45,44.94,95060,48201
SHP02898,TXN02979,2024-10-16,UPS,standard,5.16,15.89,95060,60601
SHP02899,TXN03119,2024-10-16,USPS,expedited,5.27,33.54,95060,43201
SHP02900,TXN03148,2024-10-14,FedEx,freight,40.7,32.96,95060,97201
SHP02901,TXN03150,2024-10-15,FedEx,freight,81.82,87.74,95060,85001
SHP02902,TXN03480,2024-10-16,USPS,overnight,20.27,252.48,95060,30301
SHP02903,TXN03557,2024-10-17,UPS,freight,40.7,28.73,95060,85001
SHP02904,TXN03574,2024-10-15,USPS,expedited,10.34,47.0,95060,89101
SHP02905,TXN03929,2024-10-15,FedEx,expedited,0.86,6.64,95060,75201
SHP02906,TXN04331,2024-10-16,UPS,expedited,10.33,51.04,95060,02101
SHP02907,TXN04374,2024-10-14,UPS,standard,10.68,24.95,95060,89101
SHP02908,TXN04469,2024-10-17,FedEx,standard,41.13,60.67,95060,32801
SHP02909,TXN04576,2024-10-17,UPS,expedited,5.23,31.25,95060,21201
SHP02910,TXN04760,2024-10-15,USPS,standard,4.91,12.59,95060,89101
SHP02911,TXN00162,2024-10-15,USPS,freight,20.21,22.69,95060,19103
SHP02912,TXN00299,2024-10-16,FedEx,standard,0.7,6.11,95060,60601
SHP02913,TXN00330,2024-10-17,UPS,standard,2.62,7.22,95060,10001
SHP02914,TXN00865,2024-10-15,USPS,freight,41.16,31.43,95060,48201
SHP02915,TXN00920,2024-10-17,FedEx,overnight,5.08,73.43,95060,21201
SHP02916,TXN00975,2024-10-16,USPS,standard,20.24,43.46,95060,10001
SHP02917,TXN01192,2024-10-16,USPS,freight,122.32,97.54,95060,60601
SHP02918,TXN01201,2024-10-15,USPS,expedited,5.1,20.79,95060,10001
SHP02919,TXN01224,2024-10-18,UPS,overnight,5.22,73.2,95060,89101
SHP02920,TXN01610,2024-10-17,FedEx,overnight,1.6,24.41,95060,10001
SHP02921,TXN01998,2024-10-16,FedEx,overnight,81.94,672.54,95060,37201
SHP02922,TXN02230,2024-10-16,USPS,standard,10.18,22.56,95060,90210
SHP02923,TXN02401,2024-10-15,USPS,freight,122.84,129.64,95060,37201
SHP02924,TXN02447,2024-10-18,UPS,overnight,41.08,368.11,95060,94102
SHP02925,TXN02525,2024-10-18,UPS,standard,20.57,29.93,95060,89101
SHP02926,TXN02577,2024-10-15,FedEx,expedited,10.45,47.32,95060,97201
SHP02927,TXN02956,2024-10-16,UPS,expedited,5.39,23.36,95060,21201
SHP02928,TXN03013,2024-10-18,UPS,freight,81.76,57.37,95060,90210
SHP02929,TXN03040,2024-10-17,UPS,freight,40.96,41.06,95060,85001
SHP02930,TXN03436,2024-10-18,USPS,expedited,20.31,97.87,95060,97201
SHP02931,TXN03939,2024-10-16,FedEx,expedited,82.08,494.4,95060,90210
SHP02932,TXN04236,2024-10-16,UPS,overnight,5.22,66.92,95060,89101
SHP02933,TXN04245,2024-10-17,FedEx,standard,20.32,33.94,95060,32801
SHP02934,TXN04262,2024-10-17,FedEx,freight,81.41,75.51,95060,89101
SHP02935,TXN04672,2024-10-18,FedEx,freight,81.57,95.17,95060,27601
SHP02936,TXN04679,2024-10-18,USPS,standard,81.92,174.26,95060,85001
SHP02937,TXN04771,2024-10-17,UPS,freight,20.73,22.22,95060,02101
SHP02938,TXN00068,2024-10-18,FedEx,expedited,2.07,11.68,95060,60601
SHP02939,TXN00082,2024-10-16,USPS,expedited,20.81,118.42,95060,60601
SHP02940,TXN00084,2024-10-19,USPS,expedited,2.06,14.68,95060,90210
SHP02941,TXN00098,2024-10-16,FedEx,standard,40.79,67.43,95060,94102
SHP02942,TXN00181,2024-10-17,USPS,standard,20.69,39.72,95060,19103
SHP02943,TXN00482,2024-10-18,UPS,freight,5.01,6.02,95060,85001
SHP02944,TXN00567,2024-10-18,FedEx,freight,41.08,36.99,95060,43201
SHP02945,TXN00625,2024-10-17,UPS,freight,122.87,137.65,95060,60601
SHP02946,TXN01015,2024-10-17,UPS,standard,10.63,28.05,95060,02101
SHP02947,TXN01091,2024-10-18,FedEx,expedited,10.25,55.66,95060,37201
SHP02948,TXN01292,2024-10-19,FedEx,overnight,20.73,293.37,95060,89101
SHP02949,TXN01466,2024-10-18,UPS,expedited,1.58,11.06,95060,33101
SHP02950,TXN01817,2024-10-17,USPS,standard,1.26,7.28,95060,75201
SHP02951,TXN02223,2024-10-18,UPS,freight,81.76,63.24,95060,63101
SHP02952,TXN02291,2024-10-17,UPS,overnight,20.86,253.08,95060,94102
SHP02953,TXN02559,2024-10-17,USPS,standard,10.12,24.31,95060,02101
SHP02954,TXN03012,2024-10-17,USPS,expedited,10.09,39.56,95060,94102
SHP02955,TXN03413,2024-10-19,USPS,standard,10.04,20.52,95060,90210
SHP02956,TXN03617,2024-10-18,UPS,standard,1.85,7.75,95060,75201
SHP02957,TXN03806,2024-10-19,FedEx,standard,40.76,62.39,95060,48201
SHP02958,TXN03933,2024-10-19,FedEx,overnight,20.82,194.13,95060,90210
SHP02959,TXN04021,2024-10-19,USPS,expedited,1.59,9.76,95060,33101
SHP02960,TXN04022,2024-10-16,USPS,expedited,40.61,206.37,95060,85001
SHP02961,TXN04518,2024-10-19,USPS,standard,1.73,5.77,95060,02101
SHP02962,TXN04622,2024-10-19,USPS,expedited,2.01,13.83,95060,60601
SHP02963,TXN04663,2024-10-18,FedEx,expedited,10.14,49.7,95060,60601
SHP02964,TXN00155,2024-10-19,FedEx,standard,2.82,9.46,95060,10001
SHP02965,TXN00192,2024-10-17,UPS,expedited,10.57,54.93,95060,89101
SHP02966,TXN00429,2024-10-19,UPS,standard,122.66,230.26,95060,97201
SHP02967,TXN00817,2024-10-20,FedEx,freight,40.92,34.32,95060,94102
SHP02968,TXN00923,2024-10-20,USPS,expedited,0.83,6.69,95060,60601
SHP02969,TXN01140,2024-10-18,UPS,expedited,5.52,33.68,95060,97201
SHP02970,TXN01384,2024-10-17,USPS,freight,10.64,11.06,95060,90210
SHP02971,TXN01420,2024-10-19,UPS,expedited,20.81,124.15,95060,89101
SHP02972,TXN01454,2024-10-20,FedEx,expedited,10.39,48.89,95060,63101
SHP02973,TXN01558,2024-10-20,FedEx,overnight,122.5,1165.7,95060,55401
SHP02974,TXN01667,2024-10-18,UPS,expedited,20.82,81.31,95060,19103
SHP02975,TXN01714,2024-10-18,UPS,standard,20.72,40.0,95060,02101
SHP02976,TXN01871,2024-10-17,USPS,overnight,10.21,121.76,95060,21201
SHP02977,TXN01925,2024-10-20,UPS,standard,10.47,19.19,95060,97201
SHP02978,TXN01931,2024-10-20,UPS,freight,40.87,41.45,95060,43201
SHP02979,TXN02027,2024-10-19,UPS,expedited,5.51,34.84,95060,55401
SHP02980,TXN02201,2024-10-19,USPS,expedited,20.6,90.81,95060,55401
SHP02981,TXN02300,2024-10-18,USPS,expedited,10.62,66.53,95060,60601
SHP02982,TXN02506,2024-10-20,FedEx,freight,41.25,48.83,95060,32801
SHP02983,TXN02857,2024-10-20,USPS,standard,10.55,22.08,95060,90210
SHP02984,TXN02874,2024-10-17,FedEx,expedited,122.44,515.78,95060,94102
SHP02985,TXN02983,2024-10-20,FedEx,standard,20.23,49.25,95060,89101
SHP02986,TXN03063,2024-10-19,FedEx,expedited,5.54,25.74,95060,02101
SHP02987,TXN03245,2024-10-20,FedEx,expedited,5.34,24.12,95060,10001
SHP02988,TXN03488,2024-10-18,USPS,standard,10.4,20.0,95060,55401
SHP02989,TXN03583,2024-10-19,FedEx,overnight,1.86,25.65,95060,98101
SHP02990,TXN03714,2024-10-18,FedEx,freight,40.75,49.99,95060,90210
SHP02991,TXN03862,2024-10-20,FedEx,overnight,0.91,10.44,95060,98101
SHP02992,TXN04191,2024-10-19,USPS,standard,0.94,6.32,95060,33101
SHP02993,TXN04300,2024-10-17,USPS,standard,1.55,4.61,95060,02101
SHP02994,TXN04312,2024-10-20,UPS,overnight,20.88,174.75,95060,32801
SHP02995,TXN04730,2024-10-17,USPS,expedited,10.39,63.34,95060,85001
SHP02996,TXN04872,2024-10-19,UPS,overnight,5.56,66.19,95060,94102
SHP02997,TXN04896,2024-10-20,UPS,overnight,5.32,53.76,95060,89101
SHP02998,TXN04918,2024-10-18,FedEx,expedited,20.64,88.77,95060,32801
SHP02999,TXN00117,2024-10-20,UPS,freight,81.52,97.92,95060,27601
SHP03000,TXN00246,2024-10-20,USPS,freight,41.21,31.08,95060,89101
SHP03001,TXN00415,2024-10-19,FedEx,freight,41.27,33.5,95060,55401
SHP03002,TXN00432,2024-10-20,FedEx,standard,4.97,13.51,95060,06103
SHP03003,TXN00441,2024-10-18,FedEx,standard,20.75,32.76,95060,97201
SHP03004,TXN01496,2024-10-18,UPS,standard,20.23,44.74,95060,94102
SHP03005,TXN01801,2024-10-20,USPS,expedited,5.08,26.88,95060,33101
SHP03006,TXN01859,2024-10-21,FedEx,expedited,0.71,6.21,95060,60601
SHP03007,TXN02003,2024-10-20,FedEx,standard,10.16,18.58,95060,32801
SHP03008,TXN02014,2024-10-18,USPS,standard,5.43,14.35,95060,60601
SHP03009,TXN02349,2024-10-19,FedEx,expedited,1.2,9.14,95060,02101
SHP03010,TXN02417,2024-10-21,FedEx,standard,20.27,48.53,95060,94102
SHP03011,TXN02686,2024-10-21,FedEx,overnight,10.7,129.76,95060,27601
SHP03012,TXN02692,2024-10-21,USPS,expedited,20.79,87.19,95060,21201
SHP03013,TXN03141,2024-10-20,USPS,expedited,20.55,104.19,95060,33101
SHP03014,TXN03395,2024-10-19,FedEx,overnight,5.12,68.61,95060,48201
SHP03015,TXN03479,2024-10-19,UPS,freight,40.96,46.41,95060,43201
SHP03016,TXN03514,2024-10-20,USPS,standard,40.64,84.18,95060,85001
SHP03017,TXN03582,2024-10-19,USPS,standard,10.18,17.92,95060,90210
SHP03018,TXN03653,2024-10-18,FedEx,standard,5.02,10.77,95060,98101
SHP03019,TXN03701,2024-10-18,UPS,standard,81.96,179.6,95060,33101
SHP03020,TXN03754,2024-10-19,UPS,standard,5.16,9.64,95060,97201
SHP03021,TXN03800,2024-10-20,FedEx,expedited,20.35,103.46,95060,94102
SHP03022,TXN03809,2024-10-19,FedEx,expedited,20.79,104.18,95060,85001
SHP03023,TXN03839,2024-10-20,FedEx,freight,5.4,8.4,95060,63101
SHP03024,TXN03950,2024-10-19,USPS,standard,4.95,11.23,95060,21201
SHP03025,TXN04228,2024-10-18,FedEx,expedited,4.95,33.27,95060,90210
SHP03026,TXN04464,2024-10-21,UPS,freight,40.87,49.8,95060,90210
SHP03027,TXN04513,2024-10-20,FedEx,freight,81.51,100.38,95060,19103
SHP03028,TXN04846,2024-10-20,UPS,freight,81.79,92.6,95060,90210
SHP03029,TXN00943,2024-10-19,FedEx,standard,2.36,6.47,95060,75201
SHP03030,TXN01275,2024-10-20,UPS,overnight,10.61,93.8,95060,32801
SHP03031,TXN01393,2024-10-22,USPS,expedited,10.41,55.1,95060,06103
SHP03032,TXN01666,2024-10-19,USPS,overnight,20.52,280.78,95060,60601
SHP03033,TXN01687,2024-10-22,FedEx,standard,5.52,13.03,95060,32801
SHP03034,TXN01746,2024-10-21,UPS,expedited,1.89,13.61,95060,98101
SHP03035,TXN02021,2024-10-22,USPS,standard,10.04,25.65,95060,97201
SHP03036,TXN02217,2024-10-19,FedEx,expedited,5.31,23.13,95060,85001
SHP03037,TXN02287,2024-10-22,UPS,standard,20.89,43.47,95060,85001
SHP03038,TXN02446,2024-10-22,FedEx,freight,81.47,58.04,95060,94102
SHP03039,TXN02899,2024-10-21,UPS,expedited,5.29,32.2,95060,48201
SHP03040,TXN03200,2024-10-21,FedEx,standard,10.07,23.44,95060,10001
SHP03041,TXN03238,2024-10-20,UPS,freight,81.71,54.81,95060,27601
SHP03042,TXN03302,2024-10-22,FedEx,freight,4.94,8.25,95060,94102
SHP03043,TXN03338,2024-10-20,UPS,standard,20.86,48.65,95060,90210
SHP03044,TXN03358,2024-10-21,UPS,standard,1.81,6.59,95060,75201
SHP03045,TXN03474,2024-10-19,FedEx,freight,1.85,5.7,95060,98101
SHP03046,TXN03501,2024-10-19,USPS,overnight,1.01,16.6,95060,02101
SHP03047,TXN04086,2024-10-19,FedEx,freight,1.98,6.34,95060,90210
SHP03048,TXN04186,2024-10-22,UPS,expedited,20.63,76.15,95060,48201
SHP03049,TXN04259,2024-10-20,UPS,freight,81.79,98.59,95060,90210
SHP03050,TXN04355,2024-10-19,FedEx,expedited,5.53,23.88,95060,48201
SHP03051,TXN04415,2024-10-20,UPS,standard,82.03,206.81,95060,33101
SHP03052,TXN04786,2024-10-21,USPS,freight,81.5,86.27,95060,90210
SHP03053,TXN00209,2024-10-20,UPS,overnight,0.78,14.02,95060,10001
SHP03054,TXN00260,2024-10-22,USPS,freight,10.24,12.25,95060,32801
SHP03055,TXN00376,2024-10-23,USPS,expedited,2.74,17.34,95060,85001
SHP03056,TXN00814,2024-10-23,FedEx,expedited,20.31,113.74,95060,27601
SHP03057,TXN01094,2024-10-20,FedEx,expedited,10.67,59.38,95060,02101
SHP03058,TXN01240,2024-10-23,FedEx,overnight,5.28,47.24,95060,10001
SHP03059,TXN01417,2024-10-21,FedEx,standard,4.96,11.56,95060,30301
SHP03060,TXN01593,2024-10-20,UPS,expedited,20.24,111.49,95060,94102
SHP03061,TXN01698,2024-10-23,USPS,standard,40.86,66.02,95060,97201
SHP03062,TXN01797,2024-10-20,UPS,freight,40.69,49.35,95060,27601
SHP03063,TXN01852,2024-10-23,USPS,expedited,10.2,59.79,95060,55401
SHP03064,TXN02137,2024-10-23,UPS,overnight,20.67,240.72,95060,55401
SHP03065,TXN02142,2024-10-22,FedEx,standard,10.15,19.77,95060,85001
SHP03066,TXN02157,2024-10-23,UPS,standard,0.75,3.59,95060,90210
SHP03067,TXN02318,2024-10-21,FedEx,expedited,5.47,33.99,95060,33101
SHP03068,TXN02592,2024-10-22,UPS,expedited,2.1,12.74,95060,75201
SHP03069,TXN02789,2024-10-21,UPS,overnight,20.42,178.15,95060,10001
SHP03070,TXN02817,2024-10-22,USPS,freight,41.09,32.97,95060,97201
SHP03071,TXN02916,2024-10-23,FedEx,expedited,20.48,78.17,95060,30301
SHP03072,TXN02942,2024-10-23,UPS,expedited,122.85,628.33,95060,85001
SHP03073,TXN03176,2024-10-22,FedEx,expedited,10.29,51.29,95060,32801
SHP03074,TXN03558,2024-10-20,UPS,standard,10.36,20.56,95060,30301
SHP03075,TXN03642,2024-10-21,UPS,standard,20.3,31.38,95060,97201
SHP03076,TXN03738,2024-10-22,USPS,expedited,0.73,5.53,95060,10001
SHP03077,TXN03756,2024-10-20,FedEx,overnight,10.07,108.96,95060,32801
SHP03078,TXN04230,2024-10-20,FedEx,expedited,20.26,99.02,95060,10001
SHP03079,TXN04316,2024-10-20,FedEx,expedited,5.28,21.79,95060,21201
SHP03080,TXN04801,2024-10-22,UPS,expedited,20.87,91.99,95060,19103
SHP03081,TXN04892,2024-10-20,UPS,freight,122.63,137.76,95060,89101
SHP03082,TXN00133,2024-10-23,USPS,standard,20.86,54.18,95060,97201
SHP03083,TXN00161,2024-10-23,USPS,expedited,10.64,61.95,95060,90210
SHP03084,TXN00215,2024-10-24,FedEx,standard,5.54,12.15,95060,90210
SHP03085,TXN00303,2024-10-22,UPS,freight,41.07,39.05,95060,97201
SHP03086,TXN00659,2024-10-21,FedEx,expedited,20.78,93.92,95060,60601
SHP03087,TXN00780,2024-10-21,FedEx,overnight,5.19,48.55,95060,94102
SHP03088,TXN00954,2024-10-21,FedEx,standard,20.78,52.73,95060,89101
SHP03089,TXN01197,2024-10-24,FedEx,expedited,40.74,156.75,95060,33101
SHP03090,TXN01346,2024-10-23,UPS,standard,5.37,11.7,95060,85001
SHP03091,TXN01850,2024-10-22,UPS,standard,20.61,54.82,95060,97201
SHP03092,TXN01963,2024-10-24,USPS,standard,40.69,69.76,95060,85001
SHP03093,TXN02028,2024-10-23,UPS,freight,81.7,98.74,95060,94102
SHP03094,TXN02110,2024-10-23,UPS,standard,20.69,53.49,95060,43201
SHP03095,TXN02732,2024-10-21,USPS,standard,10.46,21.34,95060,94102
SHP03096,TXN02958,2024-10-24,USPS,expedited,1.29,9.77,95060,02101
SHP03097,TXN03006,2024-10-21,FedEx,standard,20.77,29.75,95060,32801
SHP03098,TXN03401,2024-10-23,FedEx,freight,122.37,145.43,95060,06103
SHP03099,TXN03433,2024-10-22,USPS,expedited,20.37,98.67,95060,94102
SHP03100,TXN03795,2024-10-21,FedEx,standard,2.0,7.69,95060,60601
SHP03101,TXN04077,2024-10-24,UPS,expedited,10.52,60.78,95060,85001
SHP03102,TXN04080,2024-10-23,USPS,expedited,3.77,16.62,95060,02101
SHP03103,TXN04235,2024-10-21,FedEx,standard,20.26,35.17,95060,02101
SHP03104,TXN04562,2024-10-23,USPS,standard,20.29,50.48,95060,89101
SHP03105,TXN00035,2024-10-23,USPS,overnight,20.67,216.09,95060,37201
SHP03106,TXN00077,2024-10-23,USPS,expedited,1.66,10.61,95060,02101
SHP03107,TXN00425,2024-10-24,FedEx,overnight,10.56,139.52,95060,89101
SHP03108,TXN00638,2024-10-25,USPS,freight,40.87,50.81,95060,90210
SHP03109,TXN00771,2024-10-23,USPS,expedited,5.11,24.9,95060,30301
SHP03110,TXN00862,2024-10-24,USPS,standard,20.64,44.7,95060,97201
SHP03111,TXN01034,2024-10-25,FedEx,standard,81.47,159.53,95060,27601
SHP03112,TXN01205,2024-10-25,USPS,standard,5.02,11.27,95060,97201
SHP03113,TXN01211,2024-10-23,USPS,expedited,0.83,8.34,95060,10001
SHP03114,TXN01769,2024-10-24,FedEx,standard,20.85,54.6,95060,33101
SHP03115,TXN01825,2024-10-22,USPS,overnight,10.69,129.8,95060,19103
SHP03116,TXN01988,2024-10-25,USPS,expedited,20.47,100.33,95060,30301
SHP03117,TXN02128,2024-10-23,UPS,freight,81.93,90.36,95060,94102
SHP03118,TXN02173,2024-10-22,UPS,freight,5.59,10.35,95060,63101
SHP03119,TXN02179,2024-10-24,UPS,freight,122.8,128.54,95060,97201
SHP03120,TXN02492,2024-10-22,FedEx,expedited,1.05,10.6,95060,98101
SHP03121,TXN02537,2024-10-24,UPS,overnight,10.42,89.2,95060,89101
SHP03122,TXN02758,2024-10-24,FedEx,expedited,0.87,6.55,95060,02101
SHP03123,TXN02818,2024-10-23,USPS,standard,1.07,4.94,95060,98101
SHP03124,TXN02844,2024-10-23,FedEx,standard,10.44,25.98,95060,89101
SHP03125,TXN02946,2024-10-24,FedEx,overnight,10.33,139.78,95060,63101
SHP03126,TXN02986,2024-10-23,UPS,freight,41.08,41.52,95060,85001
SHP03127,TXN03409,2024-10-24,FedEx,standard,20.65,34.49,95060,60601
SHP03128,TXN03445,2024-10-23,FedEx,expedited,0.97,9.39,95060,98101
SHP03129,TXN03529,2024-10-23,UPS,expedited,20.59,92.24,95060,90210
SHP03130,TXN03719,2024-10-25,UPS,expedited,2.12,11.84,95060,60601
SHP03131,TXN03770,2024-10-25,UPS,overnight,5.16,53.31,95060,19103
SHP03132,TXN03802,2024-10-24,UPS,overnight,10.69,105.44,95060,06103
